5 Minutes	Lane 1 Flow (Veh/5 Minutes)	Lane 1 Speed (mph)	Lane 2 Flow (Veh/5 Minutes)	Lane 2 Speed (mph)	Lane 3 Flow (Veh/5 Minutes)	Lane 3 Speed (mph)	Lane 4 Flow (Veh/5 Minutes)	Lane 4 Speed (mph)	Lane 5 Flow (Veh/5 Minutes)	Lane 5 Speed (mph)	Lane 6 Flow (Veh/5 Minutes)	Lane 6 Speed (mph)	Flow (Veh/5 Minutes)	Speed (mph)	# Lane Points	% Observed
01/22/2006 00:00	63.0	73.5	87.0	66.5	77.0	62.9	52.0	61.1	52.0	59.2	0.0	0.0	331.0	65.0	5	0.0
01/22/2006 00:05	59.0	73.8	78.0	66.6	70.0	63.1	52.0	61.6	47.0	59.8	0.0	0.0	306.0	65.3	5	0.0
01/22/2006 00:10	57.0	73.6	76.0	66.4	68.0	62.8	51.0	61.3	44.0	59.7	0.0	0.0	296.0	65.1	5	0.0
01/22/2006 00:15	56.0	73.7	74.0	66.3	66.0	62.7	51.0	61.3	39.0	59.6	0.0	0.0	286.0	65.1	5	0.0
01/22/2006 00:20	56.0	73.5	75.0	66.5	67.0	63.0	51.0	61.2	46.0	59.5	0.0	0.0	295.0	65.0	5	0.0
01/22/2006 00:25	59.0	74.1	81.0	67.0	72.0	63.2	51.0	61.4	47.0	59.7	0.0	0.0	310.0	65.4	5	0.0
01/22/2006 00:30	58.0	74.4	76.0	66.8	68.0	63.0	52.0	61.6	41.0	59.9	0.0	0.0	295.0	65.5	5	0.0
01/22/2006 00:35	50.0	73.0	70.0	66.0	63.0	62.1	49.0	60.9	42.0	59.2	0.0	0.0	274.0	64.4	5	0.0
01/22/2006 00:40	58.0	73.0	77.0	66.1	68.0	62.2	51.0	60.8	38.0	59.1	0.0	0.0	292.0	64.7	5	0.0
01/22/2006 00:45	56.0	72.6	76.0	66.2	67.0	62.6	50.0	60.3	39.0	58.7	0.0	0.0	288.0	64.6	5	0.0
01/22/2006 00:50	53.0	73.3	72.0	66.5	65.0	63.0	50.0	60.9	39.0	59.1	0.0	0.0	279.0	64.9	5	0.0
01/22/2006 00:55	52.0	73.2	70.0	66.4	63.0	62.5	49.0	60.4	40.0	58.7	0.0	0.0	274.0	64.6	5	0.0
01/22/2006 01:00	50.0	73.7	70.0	66.9	63.0	63.2	48.0	60.9	38.0	59.3	0.0	0.0	269.0	65.2	5	0.0
01/22/2006 01:05	46.0	72.3	65.0	65.6	59.0	61.7	46.0	59.6	35.0	57.9	0.0	0.0	251.0	63.7	5	0.0
01/22/2006 01:10	51.0	72.2	68.0	64.2	61.0	60.1	48.0	59.7	34.0	58.1	0.0	0.0	262.0	63.2	5	0.0
01/22/2006 01:15	43.0	73.1	62.0	65.2	56.0	61.1	44.0	60.3	34.0	58.3	0.0	0.0	239.0	63.8	5	0.0
01/22/2006 01:20	48.0	72.8	68.0	66.3	61.0	62.4	48.0	60.5	38.0	59.0	0.0	0.0	263.0	64.5	5	0.0
01/22/2006 01:25	42.0	72.8	60.0	66.4	55.0	62.6	43.0	60.5	36.0	59.1	0.0	0.0	236.0	64.5	5	0.0
01/22/2006 01:30	46.0	73.4	65.0	64.4	58.0	60.3	46.0	60.8	35.0	58.8	0.0	0.0	250.0	63.7	5	0.0
01/22/2006 01:35	46.0	73.5	64.0	65.9	58.0	62.0	46.0	60.8	31.0	58.8	0.0	0.0	245.0	64.6	5	0.0
01/22/2006 01:40	45.0	73.9	64.0	66.7	58.0	62.9	45.0	61.0	34.0	59.3	0.0	0.0	246.0	65.0	5	0.0
01/22/2006 01:45	48.0	71.7	66.0	65.4	60.0	61.6	47.0	59.0	39.0	57.7	0.0	0.0	260.0	63.4	5	0.0
01/22/2006 01:50	44.0	71.8	63.0	65.2	57.0	61.5	45.0	59.1	32.0	58.0	0.0	0.0	241.0	63.5	5	0.0
01/22/2006 01:55	52.0	71.9	71.0	65.3	64.0	61.7	50.0	59.6	40.0	58.4	0.0	0.0	277.0	63.7	5	0.0
01/22/2006 02:00	55.0	72.5	74.0	65.8	66.0	62.0	50.0	60.2	43.0	58.5	0.0	0.0	288.0	64.2	5	0.0
01/22/2006 02:05	51.0	73.3	69.0	66.1	62.0	62.3	49.0	60.6	40.0	58.9	0.0	0.0	271.0	64.5	5	0.0
01/22/2006 02:10	48.0	72.9	68.0	66.0	61.0	62.4	48.0	60.7	37.0	59.3	0.0	0.0	262.0	64.5	5	0.0
01/22/2006 02:15	40.0	73.1	58.0	66.2	53.0	62.6	42.0	60.8	27.0	59.4	0.0	0.0	220.0	64.7	5	0.0
01/22/2006 02:20	56.0	72.4	83.0	65.4	73.0	61.6	48.0	60.2	45.0	58.6	0.0	0.0	305.0	64.0	5	0.0
01/22/2006 02:25	57.0	72.6	77.0	66.0	68.0	62.4	50.0	60.3	39.0	59.0	0.0	0.0	291.0	64.5	5	0.0
01/22/2006 02:30	50.0	73.5	69.0	66.6	62.0	62.9	49.0	61.2	37.0	59.6	0.0	0.0	267.0	65.1	5	0.0
01/22/2006 02:35	46.0	73.4	65.0	66.1	58.0	62.3	46.0	61.2	36.0	59.3	0.0	0.0	251.0	64.7	5	0.0
01/22/2006 02:40	49.0	73.5	67.0	66.7	60.0	62.9	47.0	61.4	35.0	59.6	0.0	0.0	258.0	65.2	5	0.0
01/22/2006 02:45	49.0	73.4	69.0	66.7	62.0	62.9	48.0	61.3	39.0	59.6	0.0	0.0	267.0	65.0	5	0.0
01/22/2006 02:50	42.0	73.3	60.0	66.2	55.0	62.3	43.0	61.0	29.0	59.3	0.0	0.0	229.0	64.7	5	0.0
01/22/2006 02:55	39.0	73.3	56.0	64.5	51.0	60.4	40.0	60.8	30.0	58.9	0.0	0.0	216.0	63.7	5	0.0
01/22/2006 03:00	42.0	73.1	58.0	65.4	53.0	61.4	41.0	60.7	31.0	58.6	0.0	0.0	225.0	64.1	5	0.0
01/22/2006 03:05	36.0	73.0	53.0	64.7	49.0	60.7	38.0	60.7	29.0	58.7	0.0	0.0	205.0	63.6	5	0.0
01/22/2006 03:10	40.0	72.8	58.0	65.8	53.0	61.9	41.0	60.4	29.0	58.7	0.0	0.0	221.0	64.2	5	0.0
01/22/2006 03:15	38.0	72.9	56.0	66.1	51.0	62.3	40.0	60.6	27.0	58.9	0.0	0.0	212.0	64.5	5	0.0
01/22/2006 03:20	41.0	73.4	56.0	66.6	52.0	62.8	41.0	61.1	29.0	59.3	0.0	0.0	219.0	65.0	5	0.0
01/22/2006 03:25	42.0	73.4	60.0	66.5	55.0	63.0	43.0	60.7	28.0	59.0	0.0	0.0	228.0	64.9	5	0.0
01/22/2006 03:30	35.0	73.6	52.0	66.4	48.0	62.9	38.0	61.1	29.0	59.3	0.0	0.0	202.0	64.8	5	0.0
01/22/2006 03:35	40.0	73.6	58.0	66.5	53.0	63.0	42.0	61.1	28.0	59.4	0.0	0.0	221.0	65.0	5	0.0
01/22/2006 03:40	41.0	72.5	59.0	65.6	54.0	61.7	42.0	60.1	29.0	58.3	0.0	0.0	225.0	64.0	5	0.0
01/22/2006 03:45	35.0	72.6	52.0	65.7	48.0	61.7	38.0	60.2	25.0	58.4	0.0	0.0	198.0	64.0	5	0.0
01/22/2006 03:50	36.0	72.8	54.0	65.9	50.0	62.0	39.0	60.4	28.0	58.7	0.0	0.0	207.0	64.2	5	0.0
01/22/2006 03:55	37.0	73.1	52.0	66.4	49.0	62.6	38.0	60.4	27.0	58.7	0.0	0.0	203.0	64.6	5	0.0
01/22/2006 04:00	39.0	72.6	57.0	66.1	52.0	62.2	41.0	60.3	26.0	58.6	0.0	0.0	215.0	64.3	5	0.0
01/22/2006 04:05	35.0	72.5	52.0	66.1	49.0	62.4	38.0	60.2	24.0	58.9	0.0	0.0	198.0	64.3	5	0.0
01/22/2006 04:10	40.0	73.2	57.0	66.4	52.0	62.7	41.0	60.8	26.0	59.2	0.0	0.0	216.0	64.8	5	0.0
01/22/2006 04:15	34.0	72.9	51.0	66.2	47.0	62.4	37.0	60.8	25.0	59.2	0.0	0.0	194.0	64.5	5	0.0
01/22/2006 04:20	39.0	72.8	57.0	66.1	52.0	62.3	41.0	60.6	26.0	59.1	0.0	0.0	215.0	64.5	5	0.0
01/22/2006 04:25	38.0	73.1	54.0	66.5	50.0	62.7	39.0	60.9	24.0	59.3	0.0	0.0	205.0	64.9	5	0.0
01/22/2006 04:30	35.0	72.7	48.0	65.8	45.0	61.9	35.0	60.3	24.0	58.7	0.0	0.0	187.0	64.2	5	0.0
01/22/2006 04:35	35.0	72.8	51.0	65.4	47.0	61.4	37.0	60.4	25.0	58.4	0.0	0.0	195.0	63.9	5	0.0
01/22/2006 04:40	34.0	72.7	50.0	65.7	47.0	61.8	36.0	60.3	24.0	58.5	0.0	0.0	191.0	64.1	5	0.0
01/22/2006 04:45	37.0	72.4	55.0	65.8	50.0	62.2	39.0	59.9	26.0	58.5	0.0	0.0	207.0	64.1	5	0.0
01/22/2006 04:50	35.0	72.6	52.0	65.7	48.0	62.1	38.0	60.2	25.0	58.6	0.0	0.0	198.0	64.1	5	0.0
01/22/2006 04:55	34.0	72.5	51.0	66.2	47.0	62.5	37.0	60.2	24.0	58.8	0.0	0.0	193.0	64.4	5	0.0
01/22/2006 05:00	35.0	73.1	52.0	66.5	48.0	62.9	38.0	60.8	26.0	59.0	0.0	0.0	199.0	64.7	5	0.0
01/22/2006 05:05	34.0	72.4	51.0	65.3	47.0	61.6	37.0	59.5	24.0	58.2	0.0	0.0	193.0	63.7	5	0.0
01/22/2006 05:10	34.0	72.1	52.0	65.6	48.0	61.6	37.0	59.6	25.0	58.1	0.0	0.0	196.0	63.7	5	0.0
01/22/2006 05:15	36.0	72.7	53.0	66.3	49.0	62.6	38.0	60.4	26.0	58.7	0.0	0.0	202.0	64.5	5	0.0
01/22/2006 05:20	34.0	73.1	52.0	66.0	48.0	62.5	38.0	60.8	24.0	58.9	0.0	0.0	196.0	64.5	5	0.0
01/22/2006 05:25	38.0	73.4	56.0	66.5	51.0	62.7	40.0	60.6	26.0	59.0	0.0	0.0	211.0	64.8	5	0.0
01/22/2006 05:30	36.0	72.7	52.0	64.6	48.0	60.7	38.0	60.0	27.0	57.8	0.0	0.0	201.0	63.3	5	0.0
01/22/2006 05:35	34.0	72.9	51.0	66.1	47.0	62.3	37.0	60.6	28.0	58.9	0.0	0.0	197.0	64.3	5	0.0
01/22/2006 05:40	36.0	73.0	53.0	66.3	49.0	62.5	38.0	60.5	25.0	58.8	0.0	0.0	201.0	64.6	5	0.0
01/22/2006 05:45	40.0	72.6	57.0	65.8	52.0	61.9	41.0	60.2	26.0	58.4	0.0	0.0	216.0	64.1	5	0.0
01/22/2006 05:50	39.0	73.4	56.0	66.6	52.0	63.0	40.0	61.1	30.0	59.3	0.0	0.0	217.0	64.9	5	0.0
01/22/2006 05:55	39.0	72.9	56.0	64.1	51.0	59.9	40.0	60.5	28.0	58.4	0.0	0.0	214.0	63.3	5	0.0
01/22/2006 06:00	38.0	72.0	56.0	64.7	51.0	60.7	40.0	59.8	26.0	57.9	0.0	0.0	211.0	63.3	5	0.0
01/22/2006 06:05	40.0	71.9	57.0	65.5	52.0	61.7	41.0	59.7	28.0	58.3	0.0	0.0	218.0	63.8	5	0.0
01/22/2006 06:10	37.0	72.3	55.0	65.6	50.0	62.0	39.0	59.7	29.0	58.5	0.0	0.0	210.0	63.9	5	0.0
01/22/2006 06:15	39.0	72.5	56.0	65.9	52.0	61.9	40.0	60.0	25.0	58.4	0.0	0.0	212.0	64.1	5	0.0
01/22/2006 06:20	41.0	72.6	59.0	66.2	54.0	62.3	42.0	60.1	28.0	58.7	0.0	0.0	224.0	64.3	5	0.0
01/22/2006 06:25	40.0	73.3	55.0	66.6	51.0	63.0	40.0	61.0	28.0	59.4	0.0	0.0	214.0	65.0	5	0.0
01/22/2006 06:30	40.0	73.2	53.0	66.4	49.0	62.6	38.0	60.7	29.0	59.0	0.0	0.0	209.0	64.8	5	0.0
01/22/2006 06:35	40.0	72.9	58.0	66.1	53.0	62.2	41.0	60.4	27.0	58.6	0.0	0.0	219.0	64.4	5	0.0
01/22/2006 06:40	38.0	72.8	56.0	66.5	51.0	63.0	40.0	60.1	29.0	58.5	0.0	0.0	214.0	64.5	5	0.0
01/22/2006 06:45	42.0	72.9	61.0	65.9	55.0	62.4	43.0	60.8	30.0	58.7	0.0	0.0	231.0	64.5	5	0.0
01/22/2006 06:50	43.0	72.9	61.0	65.9	56.0	62.3	44.0	60.6	29.0	58.6	0.0	0.0	233.0	64.4	5	0.0
01/22/2006 06:55	41.0	73.3	59.0	66.2	54.0	62.6	43.0	60.9	29.0	58.9	0.0	0.0	226.0	64.7	5	0.0
01/22/2006 07:00	41.0	73.1	58.0	66.4	53.0	62.7	42.0	60.7	30.0	59.0	0.0	0.0	224.0	64.7	5	0.0
01/22/2006 07:05	46.0	73.6	63.0	66.8	57.0	63.2	45.0	61.0	30.0	59.3	0.0	0.0	241.0	65.2	5	0.0
01/22/2006 07:10	47.0	73.1	67.0	66.2	60.0	62.5	47.0	60.4	33.0	58.9	0.0	0.0	254.0	64.6	5	0.0
01/22/2006 07:15	42.0	73.4	60.0	66.5	55.0	62.9	43.0	61.1	28.0	59.1	0.0	0.0	228.0	65.0	5	0.0
01/22/2006 07:20	48.0	72.4	66.0	66.3	60.0	62.5	47.0	59.8	34.0	58.3	0.0	0.0	255.0	64.3	5	0.0
01/22/2006 07:25	48.0	73.0	66.0	66.6	59.0	62.7	47.0	60.3	32.0	58.6	0.0	0.0	252.0	64.7	5	0.0
01/22/2006 07:30	49.0	73.0	66.0	65.3	60.0	61.3	47.0	60.1	35.0	58.2	0.0	0.0	257.0	63.9	5	0.0
01/22/2006 07:35	47.0	72.6	66.0	66.2	59.0	62.3	47.0	59.9	33.0	58.2	0.0	0.0	252.0	64.2	5	0.0
01/22/2006 07:40	55.0	73.1	74.0	65.5	66.0	61.5	51.0	60.1	38.0	58.2	0.0	0.0	284.0	64.1	5	0.0
01/22/2006 07:45	59.0	72.2	78.0	65.2	69.0	61.4	51.0	59.7	41.0	57.9	0.0	0.0	298.0	63.7	5	0.0
01/22/2006 07:50	58.0	73.0	76.0	64.9	67.0	60.9	52.0	60.1	40.0	57.9	0.0	0.0	293.0	63.8	5	0.0
01/22/2006 07:55	49.0	72.7	67.0	65.6	61.0	61.7	48.0	60.4	34.0	58.6	0.0	0.0	259.0	64.1	5	0.0
01/22/2006 08:00	48.0	73.0	65.0	65.7	58.0	61.8	46.0	60.1	33.0	58.4	0.0	0.0	250.0	64.2	5	0.0
01/22/2006 08:05	52.0	72.3	70.0	66.0	63.0	62.3	50.0	60.0	35.0	58.7	0.0	0.0	270.0	64.3	5	0.0
01/22/2006 08:10	55.0	72.3	72.0	66.0	64.0	62.2	49.0	60.1	35.0	58.4	0.0	0.0	275.0	64.4	5	0.0
01/22/2006 08:15	55.0	72.4	74.0	65.6	66.0	61.9	51.0	59.6	41.0	58.2	0.0	0.0	287.0	63.9	5	0.0
01/22/2006 08:20	59.0	71.6	78.0	65.1	69.0	61.5	52.0	59.0	40.0	58.0	0.0	0.0	298.0	63.5	5	0.0
01/22/2006 08:25	58.0	71.7	77.0	64.8	68.0	60.8	52.0	59.2	42.0	57.7	0.0	0.0	297.0	63.3	5	0.0
01/22/2006 08:30	61.0	72.7	78.0	66.1	69.0	62.4	52.0	60.4	38.0	58.9	0.0	0.0	298.0	64.7	5	0.0
01/22/2006 08:35	59.0	72.9	78.0	65.7	69.0	62.1	52.0	60.5	48.0	58.8	0.0	0.0	306.0	64.3	5	0.0
01/22/2006 08:40	59.0	73.0	77.0	65.1	68.0	61.4	53.0	60.3	38.0	58.6	0.0	0.0	295.0	64.1	5	0.0
01/22/2006 08:45	65.0	72.5	84.0	65.1	74.0	61.3	54.0	60.1	47.0	58.4	0.0	0.0	324.0	63.9	5	0.0
01/22/2006 08:50	62.0	73.7	82.0	66.4	73.0	62.7	52.0	61.1	49.0	59.4	0.0	0.0	318.0	65.0	5	0.0
01/22/2006 08:55	67.0	74.3	87.0	66.6	77.0	62.9	54.0	61.3	54.0	59.7	0.0	0.0	339.0	65.4	5	0.0
01/22/2006 09:00	70.0	74.2	93.0	67.4	81.0	63.8	56.0	61.3	48.0	59.6	0.0	0.0	348.0	65.9	5	0.0
01/22/2006 09:05	72.0	73.9	90.0	67.0	79.0	63.2	58.0	61.0	52.0	59.4	0.0	0.0	351.0	65.4	5	0.0
01/22/2006 09:10	60.0	73.5	79.0	67.0	70.0	63.2	53.0	60.9	46.0	59.2	0.0	0.0	308.0	65.2	5	0.0
01/22/2006 09:15	60.0	73.5	78.0	67.0	69.0	63.4	54.0	61.2	45.0	59.5	0.0	0.0	306.0	65.3	5	0.0
01/22/2006 09:20	66.0	73.0	87.0	66.1	76.0	62.1	54.0	60.4	50.0	58.8	0.0	0.0	333.0	64.5	5	0.0
01/22/2006 09:25	68.0	74.0	87.0	67.1	76.0	63.3	55.0	61.4	51.0	59.7	0.0	0.0	337.0	65.6	5	0.0
01/22/2006 09:30	68.0	74.6	88.0	67.5	77.0	63.8	55.0	61.6	55.0	60.0	0.0	0.0	343.0	65.9	5	0.0
01/22/2006 09:35	69.0	74.6	88.0	67.4	77.0	63.9	56.0	61.6	51.0	59.7	0.0	0.0	341.0	66.0	5	0.0
01/22/2006 09:40	78.0	73.7	100.0	66.4	87.0	62.5	59.0	60.6	61.0	58.8	0.0	0.0	385.0	64.9	5	0.0
01/22/2006 09:45	74.0	73.3	95.0	64.9	83.0	60.8	57.0	60.3	60.0	58.3	0.0	0.0	369.0	63.9	5	0.0
01/22/2006 09:50	75.0	71.8	99.0	64.0	86.0	59.9	58.0	59.5	54.0	57.7	0.0	0.0	372.0	63.0	5	0.0
01/22/2006 09:55	78.0	71.8	103.0	65.2	90.0	61.3	59.0	59.4	65.0	58.0	0.0	0.0	395.0	63.6	5	0.0
01/22/2006 10:00	78.0	73.1	99.0	66.2	86.0	62.6	60.0	60.8	61.0	59.0	0.0	0.0	384.0	64.8	5	0.0
01/22/2006 10:05	71.0	73.0	90.0	65.2	79.0	61.3	56.0	60.2	57.0	58.4	0.0	0.0	353.0	64.0	5	0.0
01/22/2006 10:10	73.0	72.6	92.0	64.3	80.0	60.3	57.0	60.1	58.0	57.9	0.0	0.0	360.0	63.4	5	0.0
01/22/2006 10:15	74.0	72.5	103.0	65.2	89.0	61.3	57.0	60.2	62.0	58.4	0.0	0.0	385.0	63.9	5	0.0
01/22/2006 10:20	82.0	72.6	103.0	64.8	90.0	60.8	61.0	59.8	64.0	57.7	0.0	0.0	400.0	63.6	5	0.0
01/22/2006 10:25	83.0	72.8	113.0	63.8	97.0	59.7	61.0	59.9	72.0	57.9	0.0	0.0	426.0	63.1	5	0.0
01/22/2006 10:30	82.0	72.2	107.0	64.5	93.0	60.5	61.0	59.8	68.0	57.9	0.0	0.0	411.0	63.3	5	0.0
01/22/2006 10:35	77.0	72.4	114.0	64.8	99.0	61.0	58.0	59.9	72.0	58.1	0.0	0.0	420.0	63.5	5	0.0
01/22/2006 10:40	82.0	72.0	108.0	65.4	94.0	61.5	61.0	59.8	69.0	58.1	0.0	0.0	414.0	63.8	5	0.0
